DBCODE,ENTITY,SITECODE,YEAR,SECTION,REACH,UNITTYPE,UNITNUM,LENGTH,WIDTH1,WIDTH2,WIDTH3,DEPTH1,DEPTH2,DEPTH3,DEPTH4,DEPTH5,DEPTH6,DEPTH7,DEPTH8,DEPTH9,DEPTH10,DEPTH11,DEPTH12,MAXDEPTH,SAMPLEDATE,NOTES
AS006,2,"MACKOG-L",1990,OG,L,P,1.0,,,,,,,,,,,,,,,,,,1990-08-16,""
AS006,2,"MACKOG-L",1990,OG,L,P,3.0,,,,,,,,,,,,,,,,,,1990-08-16,""
AS006,2,"MACKOG-L",1990,OG,L,SC,4.0,,,,,,,,,,,,,,,,,,1990-08-16,""
AS006,2,"MACKOG-L",1991,OG,L,C,2.0,,,,,,,,,,,,,,,,,,1991-09-04,""
AS006,2,"MACKOG-L",1991,OG,L,C,6.0,,,,,,,,,,,,,,,,,,1991-09-04,""
AS006,2,"MACKOG-L",1991,OG,L,IP,5.0,,,,,,,,,,,,,,,,,,1991-09-04,""
AS006,2,"MACKOG-L",1991,OG,L,P,1.0,,,,,,,,,,,,,,,,,,1991-09-04,""
AS006,2,"MACKOG-L",1991,OG,L,P,3.0,,,,,,,,,,,,,,,,,,1991-09-04,""
AS006,2,"MACKOG-L",1991,OG,L,SC,4.0,,,,,,,,,,,,,,,,,,1991-09-04,""
AS006,2,"MACKOG-L",1992,OG,L,C,2.0,17.6,2.8,5.5,4.9,0.18,0.16,0.07,,0.09,0.15,0.21,,0.31,0.06,0.06,,0.43,1992-09-02,""
AS006,2,"MACKOG-L",1992,OG,L,C,6.0,13.6,2.7,4.7,4.9,0.12,0.10,0.04,,0.09,0.19,0.05,,0.03,0.09,0.12,,0.41,1992-09-02,""
AS006,2,"MACKOG-L",1992,OG,L,IP,5.0,2.3,1.2,,,0.13,0.07,0.03,,,,,,,,,,0.15,1992-09-02,""
AS006,2,"MACKOG-L",1992,OG,L,P,1.0,7.1,3.1,4.2,3.0,0.14,0.07,0.18,,0.26,0.25,0.07,,0.16,0.31,0.10,,0.42,1992-09-02,""
AS006,2,"MACKOG-L",1992,OG,L,P,3.0,7.3,4.0,3.7,2.5,0.12,0.16,0.12,,0.25,0.25,0.25,,0.18,0.21,0.23,,0.38,1992-09-02,""
AS006,2,"MACKOG-L",1992,OG,L,SC,4.0,9.8,3.0,1.2,2.2,0.17,0.21,0.06,,0.03,0.08,0.09,,0.17,0.06,0.03,,0.24,1992-09-02,""
AS006,2,"MACKOG-L",1993,OG,L,,,,,,,,,,,,,,,,,,,,1993-09-02,""
AS006,2,"MACKOG-L",1994,OG,L,C,2.0,,3.8,6.5,5.8,0.12,0.14,0.26,,0.08,0.27,0.21,,0.11,0.18,0.07,,0.36,1994-08-31,""
AS006,2,"MACKOG-L",1994,OG,L,C,6.0,,3.6,3.9,8.1,0.10,0.14,0.09,,0.20,0.21,0.16,,0.27,0.15,0.09,,0.43,1994-08-31,""
AS006,2,"MACKOG-L",1994,OG,L,IP,5.0,,2.3,,,0.09,0.09,0.10,,,,,,,,,,0.18,1994-08-31,""
AS006,2,"MACKOG-L",1994,OG,L,P,1.0,,3.7,4.2,2.9,0.12,0.14,0.09,,0.21,0.39,0.34,,0.10,0.24,0.35,,0.45,1994-08-31,""
AS006,2,"MACKOG-L",1994,OG,L,P,3.0,,4.1,3.3,2.2,0.22,0.14,0.06,,0.33,0.30,0.27,,0.14,0.28,0.38,,0.42,1994-08-31,""
AS006,2,"MACKOG-L",1994,OG,L,SC,4.0,,1.4,2.3,1.5,0.02,0.07,0.06,,0.08,0.21,0.08,,0.01,0.01,0.01,,0.25,1994-08-31,""
AS006,2,"MACKOG-L",1995,OG,L,C,2.0,16.3,3.0,5.2,6.1,0.22,0.20,0.20,,0.11,0.15,0.20,,0.22,0.21,0.08,,0.41,1995-08-29,""
AS006,2,"MACKOG-L",1995,OG,L,C,6.0,13.5,3.6,3.6,4.9,0.36,0.09,0.15,,0.17,0.14,0.15,,0.11,0.08,0.14,,0.43,1995-08-29,""
AS006,2,"MACKOG-L",1995,OG,L,IP,5.0,2.6,1.7,,,0.17,0.16,0.09,,,,,,,,,,0.29,1995-08-29,""
AS006,2,"MACKOG-L",1995,OG,L,P,1.0,6.5,4.9,4.0,4.7,0.18,0.29,0.13,,0.16,0.38,0.16,,0.18,0.14,0.09,,0.44,1995-08-29,""
AS006,2,"MACKOG-L",1995,OG,L,P,3.0,6.7,4.0,3.0,4.7,0.13,0.21,0.09,,0.26,0.25,0.15,,0.32,0.07,0.18,,0.35,1995-08-29,""
AS006,2,"MACKOG-L",1995,OG,L,SC,4.0,7.0,2.4,2.1,2.1,,0.20,0.09,,0.06,0.03,0.03,,0.07,0.11,0.02,,0.23,1995-08-29,""
AS006,2,"MACKOG-L",1996,OG,L,C,2.0,16.2,0.9,5.1,6.0,0.06,0.08,0.04,,0.24,0.19,0.19,,0.03,0.09,0.05,,0.42,1996-08-28,""
AS006,2,"MACKOG-L",1996,OG,L,C,6.0,15.4,5.3,5.7,4.3,0.02,0.29,0.36,,0.21,0.12,0.48,,0.19,0.17,0.02,,0.56,1996-08-28,""
AS006,2,"MACKOG-L",1996,OG,L,P,1.0,6.6,2.3,2.4,3.8,0.20,0.29,0.23,,0.36,0.52,0.30,,0.37,0.41,0.48,,0.53,1996-08-28,""
AS006,2,"MACKOG-L",1996,OG,L,P,3.0,6.0,3.1,5.6,4.7,0.25,,0.34,,0.43,0.40,0.57,,0.22,0.47,0.42,,0.75,1996-08-28,""
AS006,2,"MACKOG-L",1996,OG,L,P,5.0,9.1,4.2,3.9,5.9,0.20,0.17,0.11,,0.16,0.36,0.22,,0.20,0.24,0.10,,0.42,1996-08-28,""
AS006,2,"MACKOG-L",1996,OG,L,S,4.0,1.1,,,,,,,,,,,,,,,,,1996-08-28,""
AS006,2,"MACKOG-L",1997,OG,L,C,2.0,9.8,4.7,5.3,5.4,0.22,0.16,0.05,,0.08,0.05,0.19,,0.18,0.12,0.06,,0.34,1997-08-25,""
AS006,2,"MACKOG-L",1997,OG,L,C,5.0,12.8,5.4,4.9,3.0,0.06,0.09,0.04,,0.17,0.02,0.06,,0.19,0.10,0.08,,0.41,1997-08-25,"6 transects taken; top, middle bottom only here"
AS006,2,"MACKOG-L",1997,OG,L,P,1.0,8.8,2.8,3.1,4.2,0.54,0.46,0.19,,0.27,0.33,0.13,,0.23,0.18,0.12,,0.59,1997-08-25,""
AS006,2,"MACKOG-L",1997,OG,L,P,3.0,6.0,4.9,5.4,6.3,0.19,0.36,0.40,,0.33,0.60,0.57,,0.50,0.64,0.53,,0.89,1997-08-25,""
AS006,2,"MACKOG-L",1997,OG,L,P,4.0,9.2,3.4,4.3,4.8,0.11,0.09,0.07,,0.08,0.06,0.23,,0.07,0.29,0.17,,0.42,1997-08-25,""
AS006,2,"MACKOG-L",1998,OG,L,C,2.0,10.4,2.4,2.8,5.4,0.08,0.14,0.07,,0.05,0.10,0.15,,0.11,0.15,0.14,,0.31,1998-09-02,""
AS006,2,"MACKOG-L",1998,OG,L,C,5.0,11.7,5.1,5.2,4.1,0.07,0.05,0.02,,0.21,0.24,0.19,,0.06,0.10,0.24,,0.25,1998-09-02,""
AS006,2,"MACKOG-L",1998,OG,L,P,1.0,8.0,2.1,3.2,2.7,0.21,0.31,0.17,,0.15,0.27,0.26,,0.18,0.14,0.30,,0.48,1998-09-02,""
AS006,2,"MACKOG-L",1998,OG,L,P,3.0,4.2,3.4,4.5,4.9,0.24,0.53,0.02,,0.31,0.60,0.47,,0.47,0.61,0.28,,0.88,1998-09-02,""
AS006,2,"MACKOG-L",1998,OG,L,P,4.0,8.3,3.7,3.1,6.4,0.08,0.15,0.20,,0.12,0.25,0.18,,0.21,0.29,0.16,,0.30,1998-09-02,""
AS006,2,"MACKOG-L",1999,OG,L,C,2.0,10.4,4.8,4.3,5.9,0.17,0.16,0.02,,0.15,0.17,0.22,,0.05,0.10,0.07,,0.23,1999-09-01,""
AS006,2,"MACKOG-L",1999,OG,L,C,4.0,11.1,4.5,4.7,5.7,0.15,0.16,0.07,,0.03,0.14,0.13,,0.09,0.19,0.19,,0.23,1999-09-01,""
AS006,2,"MACKOG-L",1999,OG,L,P,1.0,7.4,2.4,3.1,4.4,0.38,0.39,0.09,,0.08,0.30,0.34,,0.19,0.05,0.29,,0.50,1999-09-01,""
AS006,2,"MACKOG-L",1999,OG,L,P,3.0,7.8,4.7,6.0,2.9,0.17,0.06,0.17,,0.06,0.23,0.24,,0.24,0.23,0.07,,0.28,1999-09-01,""
AS006,2,"MACKOG-L",1999,OG,L,P,5.0,10.1,5.6,4.8,4.7,0.20,0.09,0.35,,0.16,0.15,0.14,,0.12,0.05,0.13,,0.49,1999-09-01,""
AS006,2,"MACKOG-L",2011,OG,L,C,1.0,10.1,3.7,4.5,3.3,0.37,0.30,0.01,0.11,0.16,0.14,0.25,0.16,0.13,0.21,0.32,0.12,0.44,2011-09-14,""
AS006,2,"MACKOG-L",2011,OG,L,C,3.0,22.0,4.8,5.0,3.4,0.10,0.06,0.18,0.06,0.16,0.13,0.14,0.29,0.19,0.08,0.09,0.09,0.37,2011-09-14,""
AS006,2,"MACKOG-L",2011,OG,L,C,5.0,2.5,5.8,5.1,5.8,0.07,0.16,0.10,0.02,0.16,0.10,0.10,0.17,0.17,,,,0.35,2011-09-14,""
AS006,2,"MACKOG-L",2011,OG,L,P,2.0,6.9,3.8,3.2,3.6,0.42,0.19,0.05,0.13,0.25,0.12,0.22,0.34,0.34,,,,0.44,2011-09-14,""
AS006,2,"MACKOG-L",2011,OG,L,P,4.0,5.1,4.4,4.7,4.3,0.03,0.13,0.33,0.38,0.19,0.08,0.24,0.12,0.19,,,,0.49,2011-09-14,""
AS006,2,"MACKOG-L",2012,OG,L,C,1.0,10.6,4.7,4.9,5.3,0.19,0.17,0.05,0.13,0.22,0.08,0.21,0.29,0.31,,,,0.43,2012-09-06,""
AS006,2,"MACKOG-L",2012,OG,L,C,3.0,23.9,6.2,6.4,5.4,0.15,0.10,0.15,0.26,0.05,0.09,0.08,0.18,0.15,0.11,0.25,0.24,0.41,2012-09-06,""
AS006,2,"MACKOG-L",2012,OG,L,C,5.0,3.5,5.5,4.8,5.1,0.16,0.25,0.10,0.13,0.14,0.08,0.07,0.12,0.11,,,,0.31,2012-09-06,""
AS006,2,"MACKOG-L",2012,OG,L,P,2.0,6.9,4.8,3.4,3.7,0.08,0.16,0.32,0.19,0.30,0.16,0.21,0.38,0.29,,,,0.53,2012-09-06,""
AS006,2,"MACKOG-L",2012,OG,L,P,4.0,5.5,4.6,5.7,4.9,0.06,0.06,0.29,0.35,0.40,0.06,0.29,0.13,0.12,,,,0.48,2012-09-06,""
AS006,2,"MACKOG-L",2013,OG,L,C,1.0,7.8,4.4,4.6,3.0,0.20,0.25,0.04,0.12,0.11,0.19,0.31,0.25,0.12,0.16,0.15,0.14,0.43,2013-09-05,""
AS006,2,"MACKOG-L",2013,OG,L,C,3.0,22.1,6.8,6.1,6.7,0.16,0.08,0.21,0.21,0.05,0.11,0.18,0.18,0.05,0.17,0.27,0.24,0.34,2013-09-05,""
AS006,2,"MACKOG-L",2013,OG,L,C,5.0,2.1,4.1,5.1,4.8,0.22,0.26,0.16,0.11,0.09,0.16,0.03,0.09,0.11,,,,0.29,2013-09-05,""
AS006,2,"MACKOG-L",2013,OG,L,P,2.0,6.7,4.4,4.1,3.2,0.09,0.18,0.11,0.12,0.15,0.04,0.16,0.24,0.14,0.30,0.24,0.17,0.59,2013-09-05,""
AS006,2,"MACKOG-L",2013,OG,L,P,4.0,4.7,4.4,4.1,4.8,0.13,0.17,0.16,0.05,0.44,0.18,0.02,0.16,0.22,0.10,0.38,0.21,0.46,2013-09-05,"Side channel next to P4: Length= 5m, Avg. Width= 0.7m, Avg. Depth= 6cm, Max= 14cm"
AS006,2,"MACKOG-L",2014,OG,L,C,1.0,25.7,5.9,5.2,3.6,0.16,0.33,0.36,0.09,0.11,0.18,0.13,0.37,0.04,0.28,0.18,0.23,0.70,2014-09-10,""
AS006,2,"MACKOG-L",2014,OG,L,C,3.0,7.8,2.8,4.8,5.1,0.17,0.06,0.29,0.18,0.09,0.17,0.02,0.12,0.23,,,,0.32,2014-09-10,""
AS006,2,"MACKOG-L",2014,OG,L,C,5.0,3.2,2.0,4.9,4.9,0.15,0.10,0.09,0.09,0.07,0.03,0.17,0.16,0.19,,,,0.30,2014-09-10,""
AS006,2,"MACKOG-L",2014,OG,L,P,2.0,8.5,3.1,3.4,2.1,0.29,0.18,0.19,0.23,0.15,0.26,0.12,0.16,0.27,,,,0.35,2014-09-10,""
AS006,2,"MACKOG-L",2014,OG,L,P,4.0,5.1,4.4,5.3,4.5,0.15,0.08,0.31,0.13,0.31,0.22,0.14,0.05,0.25,,,,0.41,2014-09-10,""
AS006,2,"MACKOG-L",2015,OG,L,C,1.0,5.5,4.7,4.3,4.5,0.25,0.26,0.16,0.19,0.28,0.22,0.16,0.25,0.22,,,,0.44,2015-09-02,""
AS006,2,"MACKOG-L",2015,OG,L,C,3.0,23.2,6.2,6.4,6.2,0.13,0.09,0.05,0.18,0.07,0.34,0.08,0.32,0.06,0.12,0.21,0.25,0.43,2015-09-02,""
AS006,2,"MACKOG-L",2015,OG,L,C,5.0,2.1,2.1,1.5,1.3,0.10,0.13,0.26,0.11,0.15,0.31,0.08,0.24,0.17,,,,0.37,2015-09-02,""
AS006,2,"MACKOG-L",2015,OG,L,P,2.0,7.0,4.6,3.1,5.2,0.25,0.25,0.09,0.15,0.22,0.12,0.18,0.32,0.62,,,,0.63,2015-09-02,""
AS006,2,"MACKOG-L",2015,OG,L,P,4.0,4.6,7.5,7.8,7.5,0.20,0.17,0.32,0.06,0.04,0.43,0.07,0.17,0.33,,,,0.48,2015-09-02,""
AS006,2,"MACKOG-M",1987,OG,M,C,8.0,,,,,,,,,,,,,,,,,,1987-10-06,""
AS006,2,"MACKOG-M",1987,OG,M,C,10.0,,,,,,,,,,,,,,,,,,1987-10-06,""
AS006,2,"MACKOG-M",1987,OG,M,P,7.0,,,,,,,,,,,,,,,,,,1987-10-06,""
AS006,2,"MACKOG-M",1987,OG,M,P,9.0,,,,,,,,,,,,,,,,,,1987-10-06,""
AS006,2,"MACKOG-M",1988,OG,M,,,,,,,,,,,,,,,,,,,,1988-08-29,""
AS006,2,"MACKOG-M",1989,OG,M,,,,,,,,,,,,,,,,,,,,1989-09-07,""
AS006,2,"MACKOG-M",1990,OG,M,C,9.0,,,,,,,,,,,,,,,,,,1990-08-16,""
AS006,2,"MACKOG-M",1990,OG,M,C,11.0,,,,,,,,,,,,,,,,,,1990-08-16,""
AS006,2,"MACKOG-M",1990,OG,M,IP,12.0,,,,,,,,,,,,,,,,,,1990-08-16,""
AS006,2,"MACKOG-M",1990,OG,M,P,7.0,,,,,,,,,,,,,,,,,,1990-08-16,""
AS006,2,"MACKOG-M",1990,OG,M,P,10.0,,,,,,,,,,,,,,,,,,1990-08-16,""
AS006,2,"MACKOG-M",1990,OG,M,SC,8.0,,,,,,,,,,,,,,,,,,1990-08-16,""
AS006,2,"MACKOG-M",1991,OG,M,C,9.0,,,,,,,,,,,,,,,,,,1991-09-04,""
AS006,2,"MACKOG-M",1991,OG,M,C,11.0,,,,,,,,,,,,,,,,,,1991-09-04,""
AS006,2,"MACKOG-M",1991,OG,M,IP,12.0,,,,,,,,,,,,,,,,,,1991-09-04,""
AS006,2,"MACKOG-M",1991,OG,M,P,7.0,,,,,,,,,,,,,,,,,,1991-09-04,""
AS006,2,"MACKOG-M",1991,OG,M,P,10.0,,,,,,,,,,,,,,,,,,1991-09-04,""
AS006,2,"MACKOG-M",1991,OG,M,SC,8.0,,,,,,,,,,,,,,,,,,1991-09-04,""
AS006,2,"MACKOG-M",1992,OG,M,C,9.0,12.8,3.9,2.6,2.9,0.23,0.21,0.25,,0.21,0.34,0.10,,0.17,0.13,0.13,,0.57,1992-09-03,""
AS006,2,"MACKOG-M",1992,OG,M,C,13.0,16.5,2.3,6.1,4.7,0.15,0.21,0.16,,0.13,0.16,0.05,,0.28,0.20,0.11,,0.48,1992-09-03,""
AS006,2,"MACKOG-M",1992,OG,M,IP,12.0,1.7,0.8,,,0.12,0.10,0.08,,,,,,,,,,0.13,1992-09-03,""
AS006,2,"MACKOG-M",1992,OG,M,P,7.0,6.1,4.0,2.9,2.3,0.10,0.22,0.23,,0.38,0.44,0.27,,0.18,0.42,0.38,,0.50,1992-09-03,""
AS006,2,"MACKOG-M",1992,OG,M,R,11.0,14.3,3.2,5.0,2.8,0.05,0.08,0.08,,0.09,0.18,0.08,,0.18,0.33,0.26,,0.43,1992-09-03,""
AS006,2,"MACKOG-M",1992,OG,M,S,10.0,1.0,,,,,,,,,,,,,,,,,1992-09-03,""
AS006,2,"MACKOG-M",1992,OG,M,SC,8.0,15.2,1.2,1.6,0.6,0.16,0.24,0.21,,0.15,0.26,0.18,,0.21,0.18,0.05,,0.32,1992-09-03,""
AS006,2,"MACKOG-M",1993,OG,M,,,,,,,,,,,,,,,,,,,,1993-09-02,""
AS006,2,"MACKOG-M",1994,OG,M,C,9.0,,3.5,6.6,2.8,0.24,0.25,0.27,,0.17,0.08,0.09,,0.33,0.20,0.16,,0.42,1994-08-31,""
AS006,2,"MACKOG-M",1994,OG,M,C,13.0,,1.8,5.0,6.4,0.29,0.27,0.11,,0.11,0.07,0.19,,0.10,0.18,0.08,,0.43,1994-08-31,""
AS006,2,"MACKOG-M",1994,OG,M,P,7.0,,4.2,2.6,2.7,0.09,0.29,0.06,,0.35,0.44,0.42,,0.61,0.48,0.39,,0.64,1994-08-31,""
AS006,2,"MACKOG-M",1994,OG,M,R,11.0,,5.5,3.4,2.8,0.18,0.29,0.29,,0.15,0.07,0.06,,0.16,0.24,0.06,,0.30,1994-08-31,""
AS006,2,"MACKOG-M",1994,OG,M,SC,8.0,,1.2,1.0,0.7,0.23,0.14,0.10,,0.02,0.01,0.01,,0.11,0.09,0.07,,0.22,1994-08-31,""
AS006,2,"MACKOG-M",1995,OG,M,C,9.0,12.4,4.7,4.9,4.6,0.10,0.17,0.12,,0.03,0.06,0.30,,0.22,0.17,0.11,,0.77,1995-08-29,""
AS006,2,"MACKOG-M",1995,OG,M,C,13.0,14.5,3.4,5.2,7.2,0.10,0.30,0.13,,0.16,0.14,0.21,,0.12,0.18,0.04,,0.40,1995-08-29,""
AS006,2,"MACKOG-M",1995,OG,M,IP,12.0,2.8,1.2,,,0.09,0.07,0.06,,,,,,,,,,0.15,1995-08-29,""
AS006,2,"MACKOG-M",1995,OG,M,P,7.0,6.1,4.4,2.8,3.8,0.04,0.14,0.15,,0.12,0.30,0.24,,0.33,0.41,0.43,,0.48,1995-08-29,""
AS006,2,"MACKOG-M",1995,OG,M,R,11.0,14.4,4.5,4.7,3.1,0.13,0.07,0.11,,0.08,0.22,0.12,,0.10,0.25,0.18,,0.43,1995-08-29,""
AS006,2,"MACKOG-M",1995,OG,M,S,10.0,1.0,2.2,,,0.01,0.17,0.25,,,,,,,,,,0.25,1995-08-29,""
AS006,2,"MACKOG-M",1995,OG,M,SC,8.0,11.5,1.6,0.7,1.8,0.12,0.27,0.26,,0.04,0.07,0.03,,0.01,0.03,0.02,,0.34,1995-08-29,""
AS006,2,"MACKOG-M",1996,OG,M,C,7.0,12.5,2.7,3.5,1.6,0.06,0.14,0.16,,0.18,0.09,0.29,,0.10,0.12,0.06,,0.38,1996-08-28,"5 transects taken; top, middle bottom only here"
AS006,2,"MACKOG-M",1996,OG,M,C,12.0,30.2,2.0,3.3,6.3,0.42,0.33,0.60,,0.10,0.07,0.12,,0.14,0.11,0.24,,0.50,1996-08-28,"5 transects taken; top, middle bottom only here"
AS006,2,"MACKOG-M",1996,OG,M,P,8.0,7.5,3.7,4.4,2.8,0.05,0.21,0.09,,0.15,0.18,0.15,,0.42,0.81,0.09,,0.81,1996-08-28,"5 transects taken; top, middle bottom only here"
AS006,2,"MACKOG-M",1996,OG,M,SC,9.0,28.4,2.9,2.6,2.2,0.06,0.07,0.04,,0.06,0.12,0.05,,0.14,0.28,0.16,,0.70,1996-08-28,"5 transects taken; top, middle bottom only here"
AS006,2,"MACKOG-M",1996,OG,M,SC,10.0,7.9,2.1,1.3,1.2,0.09,0.12,0.04,,0.08,0.05,0.07,,0.11,0.15,0.04,,0.17,1996-08-28,"5 transects taken; top, middle bottom only here"
AS006,2,"MACKOG-M",1996,OG,M,SC,11.0,5.0,2.0,3.0,1.6,0.15,0.11,0.13,,0.10,0.34,0.15,,0.14,0.23,0.14,,0.36,1996-08-28,"5 transects taken; top, middle bottom only here"
AS006,2,"MACKOG-M",1997,OG,M,C,8.0,19.0,1.3,2.5,3.5,0.40,0.23,0.09,,0.06,0.08,0.07,,0.06,0.17,0.14,,0.40,1997-08-25,""
AS006,2,"MACKOG-M",1997,OG,M,P,6.0,6.8,5.6,6.2,2.0,0.20,0.16,0.34,,0.18,0.11,0.41,,0.53,0.56,0.04,,0.64,1997-08-25,""
