DBCODE,ENTITY,SITECODE,YEAR,SECTION,REACH,UNITTYPE,UNITNUM,LENGTH,WIDTH1,WIDTH2,WIDTH3,DEPTH1,DEPTH2,DEPTH3,DEPTH4,DEPTH5,DEPTH6,DEPTH7,DEPTH8,DEPTH9,DEPTH10,DEPTH11,DEPTH12,MAXDEPTH,SAMPLEDATE,NOTES
AS006,2,"MACKOG-M",1997,OG,M,SC,7.0,45.2,1.8,3.2,1.1,0.02,0.25,0.38,,0.01,0.10,0.01,,0.02,0.07,0.09,,0.49,1997-08-25,"18 transects taken; top, middle bottom only here"
AS006,2,"MACKOG-M",1998,OG,M,C,5.0,13.8,4.8,3.1,2.1,0.12,0.08,0.08,,0.14,0.06,0.07,,0.40,0.17,0.13,,0.48,1998-09-02,""
AS006,2,"MACKOG-M",1998,OG,M,C,9.0,15.7,1.1,3.2,1.3,0.07,0.08,0.09,,0.21,0.19,0.07,,0.05,0.04,0.02,,0.25,1998-09-02,"12 transects taken; top, middle bottom only here"
AS006,2,"MACKOG-M",1998,OG,M,P,6.0,8.1,2.8,3.1,2.2,0.23,0.26,0.18,,0.19,0.18,0.14,,0.11,0.44,0.53,,0.58,1998-09-02,""
AS006,2,"MACKOG-M",1998,OG,M,SC,7.0,17.0,0.7,2.0,0.9,0.03,0.18,0.31,,0.17,0.19,0.12,,0.15,0.23,0.14,,0.34,1998-09-02,""
AS006,2,"MACKOG-M",1998,OG,M,SC,8.0,14.5,3.8,1.8,1.0,0.23,0.12,0.09,,0.29,0.17,0.14,,0.13,0.13,0.13,,0.47,1998-09-02,"5 transects taken; top, middle bottom only here"
AS006,2,"MACKOG-M",1999,OG,M,C,6.0,13.4,3.0,2.8,4.0,0.04,0.17,0.05,,0.10,0.18,0.03,,0.05,0.13,0.11,,0.48,1999-09-02,""
AS006,2,"MACKOG-M",1999,OG,M,C,8.0,18.7,2.2,3.8,7.5,0.14,0.14,0.02,,0.06,0.13,0.10,,0.08,0.23,0.30,,0.39,1999-09-02,"4 transects taken; top, middle bottom only here"
AS006,2,"MACKOG-M",1999,OG,M,C,9.0,21.7,2.1,3.1,2.6,0.16,0.13,0.04,,0.14,0.08,0.17,,0.11,0.13,0.06,,0.44,1999-09-02,"4 transects taken; top, middle bottom only here"
AS006,2,"MACKOG-M",1999,OG,M,P,7.0,6.3,6.1,4.7,2.3,0.34,0.17,0.10,,0.06,0.08,0.24,,0.18,0.36,0.41,,0.53,1999-09-02,""
AS006,2,"MACKOG-M",2011,OG,M,C,5.0,13.2,2.9,2.7,3.2,0.17,0.13,0.12,0.10,0.31,0.20,0.13,0.10,0.12,0.29,0.10,0.20,0.31,2011-09-14,""
AS006,2,"MACKOG-M",2011,OG,M,C,11.0,32.0,1.1,2.5,2.2,0.17,0.23,0.06,0.17,0.12,0.05,0.16,0.24,0.17,0.17,0.21,0.28,0.43,2011-09-14,""
AS006,2,"MACKOG-M",2011,OG,M,P,6.0,6.9,2.7,4.1,2.1,0.45,0.80,0.38,0.21,0.48,0.36,0.15,0.23,0.12,,,,0.90,2011-09-14,""
AS006,2,"MACKOG-M",2011,OG,M,P,9.0,6.1,1.5,1.8,1.7,0.06,0.19,0.03,0.18,0.18,0.09,0.18,0.27,0.05,0.15,0.07,0.17,0.31,2011-09-14,""
AS006,2,"MACKOG-M",2011,OG,M,SC,7.0,11.8,1.9,2.7,1.5,0.32,0.44,0.46,0.36,0.27,0.28,0.12,0.17,0.20,0.06,0.03,0.06,0.46,2011-09-14,""
AS006,2,"MACKOG-M",2011,OG,M,SC,8.0,20.9,2.4,2.2,1.9,0.26,0.25,0.09,0.15,0.02,0.05,0.26,0.21,0.11,0.51,0.12,0.59,0.62,2011-09-14,""
AS006,2,"MACKOG-M",2011,OG,M,SC,10.0,16.5,1.4,0.9,2.5,0.09,0.05,0.03,0.05,0.09,0.06,0.08,0.04,0.12,0.15,0.16,0.08,0.48,2011-09-14,""
AS006,2,"MACKOG-M",2012,OG,M,C,5.0,16.2,2.9,3.2,3.7,0.03,0.18,0.11,0.15,0.24,0.18,0.18,0.23,0.09,0.07,0.18,0.12,0.38,2012-09-06,""
AS006,2,"MACKOG-M",2012,OG,M,C,11.0,35.5,0.8,1.0,2.7,0.04,0.14,0.15,0.12,0.16,0.04,0.15,0.04,0.02,0.10,0.23,0.37,0.38,2012-09-06,""
AS006,2,"MACKOG-M",2012,OG,M,P,7.0,4.1,3.4,2.4,2.0,0.30,0.33,0.19,0.27,0.58,0.71,0.78,0.25,0.33,,,,0.88,2012-09-06,""
AS006,2,"MACKOG-M",2012,OG,M,P,9.0,6.2,0.7,3.0,2.3,0.01,0.05,0.01,0.24,0.26,0.36,0.04,0.32,0.04,,,,0.62,2012-09-06,""
AS006,2,"MACKOG-M",2012,OG,M,SC,6.0,29.1,2.2,2.3,1.5,0.12,0.06,0.12,0.17,0.15,0.06,0.04,0.12,0.02,0.18,0.28,0.26,0.44,2012-09-06,""
AS006,2,"MACKOG-M",2012,OG,M,SC,8.0,15.2,0.7,2.8,1.1,0.07,0.09,0.02,0.28,0.58,0.46,0.12,0.16,0.06,,,,0.60,2012-09-06,""
AS006,2,"MACKOG-M",2012,OG,M,SC,10.0,17.8,1.0,1.0,0.6,0.04,0.09,0.10,0.03,0.08,0.06,0.02,0.05,0.01,0.06,0.04,0.04,0.35,2012-09-06,""
AS006,2,"MACKOG-M",2013,OG,M,C,5.0,14.7,3.5,3.0,3.6,0.10,0.12,0.04,0.18,0.31,0.10,0.08,0.15,0.17,0.14,0.12,0.07,0.42,2013-09-05,""
AS006,2,"MACKOG-M",2013,OG,M,C,11.0,32.3,3.5,3.0,4.8,0.19,0.05,0.04,0.22,0.09,0.05,0.16,0.10,0.29,0.10,0.10,0.20,0.56,2013-09-05,""
AS006,2,"MACKOG-M",2013,OG,M,P,6.0,4.6,2.6,2.4,3.9,0.13,0.14,0.24,0.32,0.45,0.42,0.10,0.64,0.79,,,,0.83,2013-09-05,""
AS006,2,"MACKOG-M",2013,OG,M,P,9.0,4.0,2.3,3.1,2.3,0.10,0.12,0.07,0.31,0.24,0.29,0.10,0.47,0.37,,,,0.59,2013-09-05,""
AS006,2,"MACKOG-M",2013,OG,M,SC,7.0,16.7,1.9,6.6,2.8,0.19,0.27,0.17,0.18,0.11,0.16,0.19,0.45,0.25,0.08,0.11,0.07,0.59,2013-09-05,""
AS006,2,"MACKOG-M",2013,OG,M,SC,8.0,11.9,2.2,2.0,8.3,0.18,0.15,0.06,0.04,0.07,0.03,0.09,0.15,0.35,0.03,0.05,0.10,0.42,2013-09-05,""
AS006,2,"MACKOG-M",2013,OG,M,SC,10.0,15.0,3.1,2.5,0.9,0.07,0.19,0.06,0.03,0.09,0.11,0.04,0.08,0.06,0.13,0.06,0.04,0.36,2013-09-05,""
AS006,2,"MACKOG-M",2014,OG,M,C,5.0,14.6,2.4,3.1,3.3,0.12,0.18,0.13,0.13,0.08,0.16,0.23,0.09,0.07,0.06,0.06,0.20,0.34,2014-09-10,""
AS006,2,"MACKOG-M",2014,OG,M,C,10.0,36.4,3.1,3.3,3.5,0.06,0.02,0.21,0.16,0.09,0.09,0.09,0.40,0.19,0.10,0.18,0.13,0.56,2014-09-10,""
AS006,2,"MACKOG-M",2014,OG,M,P,7.0,7.6,4.1,2.9,1.6,0.13,0.37,0.86,0.12,0.88,0.85,0.08,0.27,0.39,,,,0.91,2014-09-10,""
AS006,2,"MACKOG-M",2014,OG,M,P,8.0,5.0,3.0,2.9,2.0,0.07,0.50,0.32,0.19,0.57,0.04,0.21,0.34,0.26,,,,0.62,2014-09-10,""
AS006,2,"MACKOG-M",2014,OG,M,SC,6.0,28.4,3.0,3.2,2.1,0.09,0.21,0.26,0.26,0.06,0.04,0.21,0.36,0.32,0.14,0.11,0.12,0.47,2014-09-10,""
AS006,2,"MACKOG-M",2014,OG,M,SC,9.0,16.8,0.8,1.1,7.2,0.04,0.06,0.30,0.03,0.07,0.06,0.03,0.12,0.10,,,,0.36,2014-09-10,""
AS006,2,"MACKOG-M",2015,OG,M,C,5.0,14.7,3.0,3.3,3.7,0.06,0.14,0.12,0.28,0.20,0.25,0.30,0.09,0.12,0.10,0.10,0.07,0.33,2015-09-02,""
AS006,2,"MACKOG-U",1987,OG,U,C,15.0,,,,,,,,,,,,,,,,,,1987-10-06,""
AS006,2,"MACKOG-U",1987,OG,U,I,11.0,,,,,,,,,,,,,,,,,,1987-10-06,""
AS006,2,"MACKOG-U",1987,OG,U,I,13.0,,,,,,,,,,,,,,,,,,1987-10-06,""
AS006,2,"MACKOG-U",1987,OG,U,IP,12.0,,,,,,,,,,,,,,,,,,1987-10-06,""
AS006,2,"MACKOG-U",1987,OG,U,R,14.0,,,,,,,,,,,,,,,,,,1987-10-06,""
AS006,2,"MACKOG-U",1987,OG,U,R,16.0,,,,,,,,,,,,,,,,,,1987-10-06,""
AS006,2,"MACKOG-U",1988,OG,U,,,,,,,,,,,,,,,,,,,,1988-08-29,""
AS006,2,"MACKOG-U",1989,OG,U,,,,,,,,,,,,,,,,,,,,1989-09-07,""
AS006,2,"MACKOG-U",1990,OG,U,C,11.0,,,,,,,,,,,,,,,,,,1990-08-16,""
AS006,2,"MACKOG-U",1990,OG,U,C,16.0,,,,,,,,,,,,,,,,,,1990-08-16,""
AS006,2,"MACKOG-U",1990,OG,U,IP,14.0,,,,,,,,,,,,,,,,,,1990-08-16,""
AS006,2,"MACKOG-U",1990,OG,U,R,15.0,,,,,,,,,,,,,,,,,,1990-08-16,""
AS006,2,"MACKOG-U",1990,OG,U,SC,13.0,,,,,,,,,,,,,,,,,,1990-08-16,""
AS006,2,"MACKOG-U",1991,OG,U,C,11.0,,,,,,,,,,,,,,,,,,1991-09-04,""
AS006,2,"MACKOG-U",1991,OG,U,C,16.0,,,,,,,,,,,,,,,,,,1991-09-04,""
AS006,2,"MACKOG-U",1991,OG,U,IP,14.0,,,,,,,,,,,,,,,,,,1991-09-04,""
AS006,2,"MACKOG-U",1991,OG,U,R,15.0,,,,,,,,,,,,,,,,,,1991-09-04,""
AS006,2,"MACKOG-U",1991,OG,U,SC,13.0,,,,,,,,,,,,,,,,,,1991-09-04,""
AS006,2,"MACKOG-U",1992,OG,U,C,13.0,20.0,2.3,6.1,4.7,0.15,0.21,0.16,,0.13,0.16,0.05,,0.28,0.20,0.11,,0.48,1992-09-03,""
AS006,2,"MACKOG-U",1992,OG,U,C,17.0,18.1,3.9,4.1,7.7,0.23,0.17,0.15,,0.19,0.30,0.22,,0.08,0.34,0.17,,0.47,1992-09-03,""
AS006,2,"MACKOG-U",1992,OG,U,IP,15.0,4.3,1.6,3.3,2.6,0.14,0.25,0.19,,0.16,0.27,0.15,,0.01,0.30,0.38,,0.39,1992-09-03,""
AS006,2,"MACKOG-U",1992,OG,U,R,16.0,17.1,2.7,2.8,3.3,0.20,0.26,0.28,,0.22,0.20,0.12,,0.21,0.14,0.17,,0.50,1992-09-03,""
AS006,2,"MACKOG-U",1992,OG,U,SC,14.0,8.1,0.8,1.5,0.6,0.12,0.08,0.04,,0.11,0.16,0.18,,0.01,0.08,0.10,,0.30,1992-09-03,""
AS006,2,"MACKOG-U",1993,OG,U,,,,,,,,,,,,,,,,,,,,1993-09-02,""
AS006,2,"MACKOG-U",1994,OG,U,C,13.0,,4.5,7.1,4.0,0.17,0.10,0.32,,0.17,0.19,0.07,,0.20,0.16,0.13,,0.40,1994-08-31,""
AS006,2,"MACKOG-U",1994,OG,U,C,17.0,,3.9,4.1,5.9,0.06,0.23,0.12,,0.09,0.30,0.13,,0.23,0.26,0.10,,0.46,1994-08-31,""
AS006,2,"MACKOG-U",1994,OG,U,IP,15.0,,2.5,,,0.07,0.17,0.08,,,,,,,,,,0.25,1994-08-31,""
AS006,2,"MACKOG-U",1994,OG,U,R,16.0,,2.1,2.3,2.2,0.14,0.20,0.27,,0.17,0.26,0.07,,0.13,0.17,0.19,,0.50,1994-08-31,""
AS006,2,"MACKOG-U",1994,OG,U,SC,14.0,,0.8,,,0.07,0.08,0.10,,,,,,,,,,0.23,1994-08-31,""
AS006,2,"MACKOG-U",1995,OG,U,C,13.0,21.9,5.7,5.1,6.1,0.16,0.21,0.40,,0.25,0.41,0.21,,0.08,0.44,0.14,,0.62,1995-08-29,""
AS006,2,"MACKOG-U",1995,OG,U,C,17.0,14.8,2.7,3.9,3.7,0.11,0.22,0.05,,0.13,0.30,0.07,,0.09,0.35,0.24,,0.58,1995-08-29,""
AS006,2,"MACKOG-U",1995,OG,U,IP,15.0,3.2,2.3,,,0.14,0.19,0.15,,,,,,,,,,0.27,1995-08-29,""
AS006,2,"MACKOG-U",1995,OG,U,R,16.0,16.5,5.2,2.6,2.8,0.24,0.18,0.07,,0.16,0.28,0.22,,0.14,0.32,0.23,,0.52,1995-08-29,""
AS006,2,"MACKOG-U",1995,OG,U,SC,14.0,6.0,1.7,2.4,1.3,0.01,0.02,0.06,,0.05,0.03,0.05,,0.17,0.27,0.23,,0.27,1995-08-29,""
AS006,2,"MACKOG-U",1996,OG,U,C,13.0,15.3,2.6,4.0,4.2,0.13,0.26,0.22,,0.32,0.54,0.47,,0.13,0.12,0.12,,0.59,1996-08-28,""
AS006,2,"MACKOG-U",1996,OG,U,C,17.0,41.0,4.3,4.2,6.4,0.33,0.30,0.14,,0.12,0.33,0.21,,0.07,0.11,0.07,,0.64,1996-08-28,"5 transects taken; top, middle bottom only here"
AS006,2,"MACKOG-U",1996,OG,U,P,15.0,9.4,5.5,3.5,3.6,0.38,0.27,0.24,,0.39,0.25,0.24,,0.36,0.24,0.45,,0.63,1996-08-28,""
AS006,2,"MACKOG-U",1996,OG,U,SC,14.0,12.9,3.7,0.7,1.0,0.21,0.05,0.23,,0.40,0.19,0.18,,0.10,0.12,0.05,,0.59,1996-08-28,""
AS006,2,"MACKOG-U",1996,OG,U,SC,16.0,9.4,0.9,0.6,0.3,0.04,0.06,0.10,,0.05,0.01,0.05,,0.03,0.07,0.06,,0.31,1996-08-28,"5 transects taken; top, middle bottom only here"
AS006,2,"MACKOG-U",1997,OG,U,C,8.0,17.6,5.1,5.2,5.0,0.09,0.25,0.12,,0.12,0.12,0.25,,0.05,0.14,0.04,,0.39,1997-08-26,""
AS006,2,"MACKOG-U",1997,OG,U,C,10.0,3.7,2.8,3.2,3.4,0.21,0.09,0.04,,0.58,0.40,0.25,,0.20,0.08,0.22,,0.58,1997-08-26,""
AS006,2,"MACKOG-U",1997,OG,U,C,13.0,21.3,3.8,4.8,3.5,0.11,0.03,0.06,,0.16,0.23,0.23,,0.21,0.22,0.04,,0.45,1997-08-26,""
AS006,2,"MACKOG-U",1997,OG,U,P,9.0,11.0,3.6,3.1,1.1,0.19,0.27,0.10,,0.29,0.56,0.52,,0.19,0.25,0.18,,0.68,1997-08-26,"6 transects taken; top, middle bottom only here"
AS006,2,"MACKOG-U",1997,OG,U,P,11.0,7.0,5.9,3.4,4.6,0.14,0.13,0.07,,0.26,0.22,0.37,,0.48,0.14,0.36,,0.64,1997-08-26,""
AS006,2,"MACKOG-U",1997,OG,U,P,14.0,5.5,3.4,3.5,3.8,0.17,0.22,0.10,,0.44,0.26,0.30,,0.34,0.29,0.04,,0.54,1997-08-26,""
AS006,2,"MACKOG-U",1997,OG,U,P,15.0,11.0,4.3,10.3,7.3,0.08,0.17,0.19,,0.31,0.17,0.24,,0.23,0.26,0.18,,0.33,1997-08-26,""
AS006,2,"MACKOG-U",1997,OG,U,SC,12.0,13.3,2.4,1.0,1.7,0.09,0.19,0.05,,0.13,0.14,0.09,,0.13,0.02,0.05,,0.20,1997-08-26,""
AS006,2,"MACKOG-U",1998,OG,U,C,11.0,8.8,3.2,3.8,1.5,0.02,0.35,0.12,,0.09,0.13,0.10,,0.35,0.25,0.12,,0.44,1998-09-03,"6 transects taken; top, middle bottom only here"
AS006,2,"MACKOG-U",1998,OG,U,C,14.0,21.7,3.3,4.5,2.6,0.17,0.32,0.18,,0.20,0.34,0.02,,0.18,0.24,0.04,,0.65,1998-09-03,""
AS006,2,"MACKOG-U",1998,OG,U,P,10.0,11.0,2.4,2.2,1.2,0.12,0.29,0.12,,0.11,0.38,0.49,,0.08,0.29,0.14,,0.62,1998-09-03,"6 transects taken; top, middle bottom only here"
AS006,2,"MACKOG-U",1998,OG,U,P,12.0,10.0,2.8,3.2,3.2,0.11,0.20,0.15,,0.47,0.27,0.22,,0.45,0.18,0.11,,0.57,1998-09-03,""
AS006,2,"MACKOG-U",1998,OG,U,P,15.0,4.4,2.8,3.0,4.2,0.12,0.26,0.07,,0.35,0.35,0.20,,0.04,0.38,0.12,,0.55,1998-09-03,""
AS006,2,"MACKOG-U",1998,OG,U,P,16.0,11.0,4.7,10.5,7.2,0.05,0.08,0.06,,0.13,0.21,0.16,,0.20,0.04,0.20,,0.33,1998-09-03,""
AS006,2,"MACKOG-U",1998,OG,U,SC,13.0,12.3,1.2,0.6,1.1,0.01,0.02,0.02,,0.07,0.10,0.02,,0.14,0.29,0.02,,0.29,1998-09-03,""
AS006,2,"MACKOG-U",2011,OG,U,C,13.0,17.3,1.6,3.5,4.7,0.10,0.28,0.15,0.39,0.35,0.33,0.18,0.41,0.06,0.41,0.24,0.12,0.59,2011-09-15,""
AS006,2,"MACKOG-U",2011,OG,U,C,15.0,23.1,6.8,4.4,5.4,0.14,0.14,0.06,0.18,0.18,0.11,0.13,0.10,0.08,0.05,0.25,0.08,0.36,2011-09-15,""
AS006,2,"MACKOG-U",2011,OG,U,P,12.0,9.1,3.9,3.2,2.8,0.16,0.12,0.10,0.31,0.24,0.11,0.32,0.30,0.25,,,,0.37,2011-09-15,""
AS006,2,"MACKOG-U",2011,OG,U,P,14.0,6.2,5.3,5.8,2.8,0.28,0.14,0.09,0.25,0.34,0.20,0.34,0.14,0.16,,,,0.56,2011-09-15,""
AS006,2,"MACKOG-U",2011,OG,U,SC,16.0,6.9,1.5,1.2,1.1,0.11,0.08,0.03,0.04,0.07,0.07,0.10,0.11,0.03,,,,0.23,2011-09-15,""
AS006,2,"MACKOG-U",2012,OG,U,C,13.0,17.3,2.7,3.3,5.2,0.16,0.21,0.09,0.16,0.41,0.38,0.07,0.34,0.11,0.17,0.13,0.09,0.54,2012-09-07,""
AS006,2,"MACKOG-U",2012,OG,U,C,15.0,23.4,5.1,7.7,9.5,0.08,0.08,0.12,0.16,0.12,0.06,0.14,0.13,0.09,0.19,0.12,0.10,0.37,2012-09-07,""
AS006,2,"MACKOG-U",2012,OG,U,P,12.0,9.4,4.0,4.2,3.7,0.16,0.27,0.28,0.27,0.23,0.23,0.27,0.24,0.21,,,,0.38,2012-09-07,""
AS006,2,"MACKOG-U",2012,OG,U,P,14.0,7.0,5.2,6.1,5.9,0.30,0.15,0.08,0.36,0.47,0.16,0.30,0.20,0.39,,,,0.64,2012-09-07,""
AS006,2,"MACKOG-U",2012,OG,U,SC,16.0,7.7,1.7,1.1,1.1,0.07,0.03,0.06,0.08,0.14,0.19,0.06,0.11,0.07,,,,0.22,2012-09-07,""
AS006,2,"MACKOG-U",2013,OG,U,C,13.0,16.5,1.9,2.1,4.4,0.20,0.24,0.31,0.28,0.17,0.11,0.08,0.04,0.22,0.29,0.13,0.06,0.51,2013-09-06,""
AS006,2,"MACKOG-U",2013,OG,U,C,15.0,24.4,5.2,7.6,9.5,0.20,0.09,0.19,0.08,0.10,0.18,0.15,0.17,0.13,0.07,0.09,0.37,0.42,2013-09-06,""
AS006,2,"MACKOG-U",2013,OG,U,P,12.0,8.3,4.5,3.9,3.7,0.13,0.07,0.30,0.20,0.23,0.36,0.13,0.30,0.09,0.40,0.20,0.04,0.43,2013-09-06,""
AS006,2,"MACKOG-U",2013,OG,U,P,14.0,5.6,5.8,6.3,6.0,0.13,0.33,0.25,0.38,0.30,0.30,0.29,0.40,0.04,,,,0.60,2013-09-06,""
AS006,2,"MACKOG-U",2013,OG,U,SC,16.0,7.7,0.8,0.4,1.2,0.04,0.06,0.03,0.08,0.05,0.01,0.09,0.07,0.04,,,,0.23,2013-09-06,""
AS006,2,"MACKOG-U",2014,OG,U,C,13.0,16.2,2.1,1.8,3.6,0.11,0.31,0.12,0.25,0.12,0.19,0.32,0.22,0.36,0.22,0.19,0.38,0.60,2014-09-11,""
AS006,2,"MACKOG-U",2014,OG,U,C,15.0,24.5,7.2,5.2,5.1,0.14,0.05,0.05,0.09,0.26,0.03,0.05,0.16,0.23,0.22,0.05,0.17,0.32,2014-09-11,""
AS006,2,"MACKOG-U",2014,OG,U,P,11.0,4.6,3.2,3.8,1.7,0.11,0.15,0.17,0.27,0.16,0.19,0.35,0.20,0.39,0.28,0.16,0.04,0.37,2014-09-11,""
AS006,2,"MACKOG-U",2014,OG,U,P,14.0,7.5,5.3,5.1,6.4,0.34,0.29,0.23,0.25,0.05,0.23,0.44,0.21,0.10,0.32,0.09,0.20,0.61,2014-09-11,""
AS006,2,"MACKOG-U",2014,OG,U,SC,12.0,7.1,1.2,0.6,0.9,0.03,0.04,0.11,0.04,0.24,0.08,0.03,0.10,0.08,0.04,0.02,0.04,0.24,2014-09-11,""
